target_rpm,motor_rpm,spool_rpm,ratio
100,99.9098253250122,225.63469953492293,2.258383485317092
200,210.96452236175537,470.2858209950362,2.2292175752120293
400,399.893217086792,862.5537907035897,2.1569602930183804
600,566.9464302062988,1259.0930434645222,2.2208324744303747
800,811.3517189025879,1576.7134629348361,1.943316845458164
